,station,acc_precip
0,19,0.1
0,20,0.2
0,20,0.2
0,21,2.1
0,21,2.1
0,22,0.1
0,22,0.1
0,22,0.1
0,23,0.0
0,23,0.0
0,24,0.6
0,24,0.6
0,25,0.7
0,25,0.7
0,26,0.1
0,27,0.0
0,28,0.2
0,29,0.4
0,30,0.0
0,31,0.0
0,31,0.0
0,31,0.0
0,32,1.6
0,33,0.1
0,33,0.1
0,33,0.1
0,34,1.1
0,34,1.1
0,35,0.2
0,36,0.1
0,37,1.4
0,37,1.4
0,37,1.4
0,38,1.0
0,39,1.2
0,39,1.2
0,39,1.2
0,40,0.1
0,41,0.0
0,42,0.1
0,42,0.1
0,43,0.7
0,44,0.7
0,45,1.9
0,46,0.5
0,46,0.5
0,47,0.0
0,0,0.1
0,0,0.1
0,1,0.1
0,2,0.0
0,2,0.0
0,3,0.0
0,3,0.0
0,4,0.0
0,5,0.3
0,5,0.3
0,6,0.0
0,6,0.0
0,6,0.0
0,7,0.0
0,8,0.0
0,9,0.0
0,10,0.3
0,11,0.0
0,12,0.0
0,12,0.0
0,13,0.0
0,13,0.0
0,13,0.0
0,14,0.0
0,15,0.1
0,16,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,18,0.0
0,19,0.0
0,20,1.9
0,20,1.9
0,21,0.0
0,21,0.0
0,22,0.0
0,22,0.0
0,22,0.0
0,23,0.1
0,23,0.1
0,24,3.2
0,24,3.2
0,25,0.1
0,25,0.1
0,26,0.0
0,27,0.0
0,28,0.0
0,29,1.0
0,30,1.4
0,31,0.1
0,31,0.1
0,31,0.1
0,32,0.0
0,33,0.0
0,33,0.0
0,33,0.0
0,34,0.0
0,34,0.0
0,35,0.1
0,36,2.2
0,37,0.0
0,37,0.0
0,37,0.0
0,38,0.0
0,39,0.0
0,39,0.0
0,39,0.0
0,40,6.8
0,41,0.6
0,42,0.0
0,42,0.0
0,43,0.0
0,44,0.1
0,45,0.0
0,46,0.0
0,46,0.0
0,47,0.2
0,0,0.0
0,0,0.0
0,1,0.0
0,2,0.0
0,2,0.0
0,3,1.3
0,3,1.3
0,4,0.0
0,5,0.7
0,5,0.7
0,6,0.1
0,6,0.1
0,6,0.1
0,7,0.0
0,8,0.0
0,9,0.0
0,10,0.0
0,11,1.4
0,12,0.2
0,12,0.2
0,13,0.0
0,13,0.0
0,13,0.0
0,14,0.1
0,15,3.5
0,16,0.6
0,17,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,18,0.0
0,19,0.0
0,20,3.1
0,20,3.1
0,21,0.0
0,21,0.0
0,22,0.0
0,22,0.0
0,22,0.0
0,23,0.0
0,23,0.0
0,24,4.1
0,24,4.1
0,25,1.6
0,25,1.6
0,26,0.0
0,27,2.6
0,28,2.9
0,29,1.5
0,30,0.4
0,31,1.1
0,31,1.1
0,31,1.1
0,32,0.0
0,33,0.1
0,33,0.1
0,33,0.1
0,34,0.0
0,34,0.0
0,35,0.0
0,36,2.7
0,37,0.0
0,37,0.0
0,37,0.0
0,38,0.4
0,39,0.0
0,39,0.0
0,39,0.0
0,40,2.2
0,41,6.6
0,42,6.5
0,42,6.5
0,43,0.0
0,44,0.6
0,45,0.0
0,46,0.6
0,46,0.6
0,47,0.1
0,0,0.0
0,0,0.0
0,1,0.0
0,2,0.0
0,2,0.0
0,3,11.2
0,3,11.2
0,4,0.0
0,5,17.7
0,5,17.7
0,6,0.1
0,6,0.1
0,6,0.1
0,7,0.0
0,8,0.0
0,9,0.0
0,10,0.0
0,11,0.0
0,12,0.7
0,12,0.7
0,13,0.7
0,13,0.7
0,13,0.7
0,14,0.0
0,15,0.0
0,16,0.7
0,17,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,18,0.0
0,19,0.0
0,20,0.0
0,20,0.0
0,21,0.0
0,21,0.0
0,22,0.0
0,22,0.0
0,22,0.0
0,23,0.0
0,23,0.0
0,24,0.0
0,24,0.0
0,25,0.0
0,25,0.0
0,26,0.0
0,27,19.9
0,28,15.9
0,29,0.0
0,30,0.0
0,31,0.0
0,31,0.0
0,31,0.0
0,32,7.7
0,33,0.0
0,33,0.0
0,33,0.0
0,34,0.0
0,34,0.0
0,35,1.2
0,36,0.0
0,37,9.1
0,37,9.1
0,37,9.1
0,38,0.0
0,39,0.6
0,39,0.6
0,39,0.6
0,40,0.0
0,41,19.5
0,42,16.0
0,42,16.0
0,43,0.1
0,44,12.9
0,45,0.0
0,46,0.0
0,46,0.0
0,47,0.0
0,0,0.0
0,0,0.0
0,1,0.0
0,2,0.0
0,2,0.0
0,3,0.0
0,3,0.0
0,4,0.0
0,5,0.0
0,5,0.0
0,6,0.0
0,6,0.0
0,6,0.0
0,7,0.0
0,8,0.0
0,9,0.0
0,10,0.0
0,11,0.0
0,12,0.0
0,12,0.0
0,13,0.1
0,13,0.1
0,13,0.1
0,14,0.0
0,15,0.0
0,16,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,18,0.0
0,19,0.0
0,20,0.0
0,20,0.0
0,21,0.0
0,21,0.0
0,22,0.0
0,22,0.0
0,22,0.0
0,23,0.0
0,23,0.0
0,24,0.0
0,24,0.0
0,25,0.0
0,25,0.0
0,26,0.0
0,27,0.0
0,28,0.0
0,29,0.0
0,30,0.0
0,31,0.0
0,31,0.0
0,31,0.0
0,32,0.0
0,33,0.0
0,33,0.0
0,33,0.0
0,34,0.0
0,34,0.0
0,35,0.0
0,36,0.0
0,37,0.0
0,37,0.0
0,37,0.0
0,38,0.0
0,39,0.0
0,39,0.0
0,39,0.0
0,40,0.0
0,41,0.0
0,42,0.0
0,42,0.0
0,43,0.0
0,44,0.0
0,45,0.0
0,46,0.0
0,46,0.0
0,47,0.0
0,0,0.0
0,0,0.0
0,1,0.0
0,2,0.0
0,2,0.0
0,3,0.0
0,3,0.0
0,4,0.0
0,5,0.0
0,5,0.0
0,6,0.0
0,6,0.0
0,6,0.0
0,7,0.0
0,8,0.0
0,9,0.0
0,10,0.0
0,11,0.0
0,12,0.0
0,12,0.0
0,13,0.0
0,13,0.0
0,13,0.0
0,14,0.0
0,15,0.0
0,16,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,18,0.0
0,19,0.0
0,20,0.0
0,20,0.0
0,21,0.0
0,21,0.0
0,22,0.0
0,22,0.0
0,22,0.0
0,23,0.0
0,23,0.0
0,24,0.0
0,24,0.0
0,25,0.0
0,25,0.0
0,26,0.0
0,27,0.0
0,28,0.0
0,29,0.0
0,30,0.0
0,31,0.0
0,31,0.0
0,31,0.0
0,32,0.0
0,33,0.0
0,33,0.0
0,33,0.0
0,34,0.0
0,34,0.0
0,35,0.0
0,36,0.0
0,37,0.0
0,37,0.0
0,37,0.0
0,38,0.0
0,39,0.0
0,39,0.0
0,39,0.0
0,40,0.0
0,41,0.0
0,42,0.0
0,42,0.0
0,43,0.0
0,44,0.0
0,45,0.0
0,46,0.0
0,46,0.0
0,47,0.0
0,0,0.0
0,0,0.0
0,1,0.0
0,2,0.0
0,2,0.0
0,3,0.0
0,3,0.0
0,4,0.0
0,5,0.0
0,5,0.0
0,6,0.0
0,6,0.0
0,6,0.0
0,7,0.0
0,8,0.9
0,9,0.1
0,10,1.5
0,11,0.0
0,12,0.1
0,12,0.1
0,13,0.1
0,13,0.1
0,13,0.1
0,14,0.0
0,15,0.9
0,16,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,18,0.0
0,19,0.0
0,20,3.6
0,20,3.6
0,21,0.6
0,21,0.6
0,22,0.9
0,22,0.9
0,22,0.9
0,23,1.6
0,23,1.6
0,24,1.4
0,24,1.4
0,25,3.5
0,25,3.5
0,26,0.2
0,27,0.0
0,28,0.0
0,29,1.4
0,30,2.1
0,31,0.1
0,31,0.1
0,31,0.1
0,32,0.0
0,33,0.0
0,33,0.0
0,33,0.0
0,34,0.2
0,34,0.2
0,35,0.3
0,36,1.3
0,37,0.1
0,37,0.1
0,37,0.1
0,38,0.3
0,39,1.5
0,39,1.5
0,39,1.5
0,40,0.9
0,41,0.0
0,42,0.0
0,42,0.0
0,43,9.9
0,44,0.0
0,45,0.7
0,46,0.0
0,46,0.0
0,47,0.6
0,0,0.0
0,0,0.0
0,1,0.0
0,2,0.0
0,2,0.0
0,3,0.0
0,3,0.0
0,4,2.3
0,5,0.0
0,5,0.0
0,6,0.0
0,6,0.0
0,6,0.0
0,7,1.2
0,8,0.0
0,9,1.4
0,10,0.4
0,11,0.2
0,12,0.0
0,12,0.0
0,13,0.0
0,13,0.0
0,13,0.0
0,14,2.6
0,15,0.0
0,16,0.0
0,17,2.4
0,17,2.4
0,17,2.4
0,17,2.4
0,18,0.1
0,19,2.4
0,20,0.0
0,20,0.0
0,21,0.0
0,21,0.0
0,22,0.0
0,22,0.0
0,22,0.0
0,23,0.0
0,23,0.0
0,24,0.0
0,24,0.0
0,25,0.0
0,25,0.0
0,26,1.0
0,27,0.0
0,28,0.0
0,29,0.0
0,30,0.0
0,31,0.0
0,31,0.0
0,31,0.0
0,32,0.0
0,33,1.9
0,33,1.9
0,33,1.9
0,34,0.0
0,34,0.0
0,35,0.0
0,36,0.0
0,37,0.0
0,37,0.0
0,37,0.0
0,38,0.0
0,39,0.0
0,39,0.0
0,39,0.0
0,40,0.1
0,41,0.0
0,42,0.0
0,42,0.0
0,43,0.0
0,44,0.0
0,45,0.0
0,46,0.0
0,46,0.0
0,47,0.0
0,0,0.0
0,0,0.0
0,1,0.0
0,2,0.0
0,2,0.0
0,3,0.0
0,3,0.0
0,4,0.0
0,5,0.0
0,5,0.0
0,6,0.0
0,6,0.0
0,6,0.0
0,7,0.0
0,8,0.0
0,9,0.0
0,10,0.0
0,11,0.0
0,12,0.0
0,12,0.0
0,13,0.0
0,13,0.0
0,13,0.0
0,14,0.0
0,15,0.0
0,16,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,18,0.0
0,19,0.0
0,20,0.0
0,20,0.0
0,21,0.0
0,21,0.0
0,22,0.0
0,22,0.0
0,22,0.0
0,23,0.0
0,23,0.0
0,24,0.0
0,24,0.0
0,25,0.0
0,25,0.0
0,26,0.0
0,27,0.0
0,28,0.0
0,29,0.0
0,30,0.0
0,31,0.0
0,31,0.0
0,31,0.0
0,32,0.0
0,33,0.0
0,33,0.0
0,33,0.0
0,34,0.0
0,34,0.0
0,35,0.0
0,36,0.0
0,37,0.0
0,37,0.0
0,37,0.0
0,38,0.0
0,39,0.0
0,39,0.0
0,39,0.0
0,40,0.0
0,41,0.0
0,42,0.0
0,42,0.0
0,43,0.0
0,44,0.0
0,45,0.0
0,46,0.0
0,46,0.0
0,47,0.0
0,0,0.0
0,0,0.0
0,1,0.0
0,2,0.0
0,2,0.0
0,3,0.0
0,3,0.0
0,4,0.0
0,5,0.0
0,5,0.0
0,6,0.0
0,6,0.0
0,6,0.0
0,7,0.0
0,8,0.0
0,9,0.0
0,10,0.0
0,11,0.0
0,12,0.0
0,12,0.0
0,13,0.0
0,13,0.0
0,13,0.0
0,14,0.0
0,15,0.0
0,16,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,18,0.0
0,19,0.0
0,20,0.0
0,20,0.0
0,21,0.0
0,21,0.0
0,22,0.0
0,22,0.0
0,22,0.0
0,23,0.0
0,23,0.0
0,24,0.0
0,24,0.0
0,25,0.0
0,25,0.0
0,26,0.0
0,27,0.0
0,28,0.0
0,29,0.0
0,30,0.0
0,31,0.0
0,31,0.0
0,31,0.0
0,32,0.0
0,33,0.0
0,33,0.0
0,33,0.0
0,34,0.0
0,34,0.0
0,35,0.0
0,36,0.0
0,37,0.0
0,37,0.0
0,37,0.0
0,38,0.0
0,39,0.0
0,39,0.0
0,39,0.0
0,40,0.0
0,41,0.0
0,42,0.0
0,42,0.0
0,43,0.0
0,44,0.0
0,45,0.0
0,46,0.0
0,46,0.0
0,47,0.0
0,0,0.0
0,0,0.0
0,1,0.0
0,2,0.0
0,2,0.0
0,3,0.0
0,3,0.0
0,4,0.0
0,5,0.0
0,5,0.0
0,6,0.0
0,6,0.0
0,6,0.0
0,7,0.0
0,8,0.0
0,9,0.0
0,10,0.0
0,11,0.0
0,12,0.0
0,12,0.0
0,13,0.0
0,13,0.0
0,13,0.0
0,14,0.0
0,15,0.0
0,16,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,18,0.0
0,19,0.0
0,20,0.0
0,20,0.0
0,21,0.0
0,21,0.0
0,22,0.0
0,22,0.0
0,22,0.0
0,23,0.0
0,23,0.0
0,24,0.0
0,24,0.0
0,25,0.0
0,25,0.0
0,26,0.0
0,27,0.0
0,28,0.0
0,29,0.0
0,30,0.0
0,31,0.0
0,31,0.0
0,31,0.0
0,32,0.0
0,33,0.0
0,33,0.0
0,33,0.0
0,34,0.0
0,34,0.0
0,35,0.0
0,36,0.0
0,37,0.0
0,37,0.0
0,37,0.0
0,38,0.0
0,39,0.0
0,39,0.0
0,39,0.0
0,40,0.0
0,41,0.0
0,42,0.0
0,42,0.0
0,43,0.0
0,44,0.0
0,45,0.0
0,46,0.0
0,46,0.0
0,47,0.0
0,0,0.3
0,0,0.3
0,1,0.3
0,2,0.0
0,2,0.0
0,3,0.0
0,3,0.0
0,4,0.0
0,5,0.0
0,5,0.0
0,6,0.6
0,6,0.6
0,6,0.6
0,7,1.3
0,8,0.0
0,9,0.0
0,10,0.5
0,11,0.0
0,12,0.0
0,12,0.0
0,13,0.0
0,13,0.0
0,13,0.0
0,14,0.0
0,15,0.0
0,16,1.0
0,17,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,18,0.0
0,19,0.0
0,20,0.0
0,20,0.0
0,21,0.7
0,21,0.7
0,22,0.0
0,22,0.0
0,22,0.0
0,23,0.0
0,23,0.0
0,24,0.0
0,24,0.0
0,25,0.5
0,25,0.5
0,26,0.0
0,27,0.1
0,28,0.0
0,29,0.0
0,30,0.0
0,31,0.0
0,31,0.0
0,31,0.0
0,32,0.0
0,33,0.0
0,33,0.0
0,33,0.0
0,34,0.3
0,34,0.3
0,35,0.3
0,36,0.0
0,37,0.0
0,37,0.0
0,37,0.0
0,38,0.1
0,39,0.0
0,39,0.0
0,39,0.0
0,40,0.0
0,41,0.9
0,42,0.8
0,42,0.8
0,43,0.0
0,44,0.0
0,45,0.0
0,46,0.0
0,46,0.0
0,47,0.0
0,0,0.0
0,0,0.0
0,1,0.0
0,2,0.0
0,2,0.0
0,3,0.0
0,3,0.0
0,4,0.0
0,5,0.0
0,5,0.0
0,6,0.0
0,6,0.0
0,6,0.0
0,7,0.0
0,8,0.0
0,9,0.0
0,10,0.1
0,11,0.0
0,12,0.0
0,12,0.0
0,13,0.0
0,13,0.0
0,13,0.0
0,14,0.0
0,15,0.0
0,16,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,18,0.0
0,19,0.0
0,20,0.0
0,20,0.0
0,21,0.0
0,21,0.0
0,22,0.0
0,22,0.0
0,22,0.0
0,23,0.0
0,23,0.0
0,24,0.0
0,24,0.0
0,25,0.0
0,25,0.0
0,26,0.0
0,27,0.0
0,28,0.0
0,29,0.0
0,30,1.6
0,31,0.0
0,31,0.0
0,31,0.0
0,32,0.0
0,33,0.0
0,33,0.0
0,33,0.0
0,34,0.0
0,34,0.0
0,35,0.1
0,36,0.0
0,37,0.0
0,37,0.0
0,37,0.0
0,38,0.0
0,39,0.0
0,39,0.0
0,39,0.0
0,40,0.1
0,41,0.0
0,42,0.0
0,42,0.0
0,43,0.0
0,44,0.0
0,45,0.0
0,46,0.0
0,46,0.0
0,47,0.1
0,0,3.0
0,0,3.0
0,1,3.0
0,2,0.0
0,2,0.0
0,3,0.3
0,3,0.3
0,4,0.6
0,5,0.4
0,5,0.4
0,6,0.0
0,6,0.0
0,6,0.0
0,7,1.8
0,8,0.1
0,9,0.3
0,10,1.6
0,11,2.1
0,12,0.2
0,12,0.2
0,13,0.0
0,13,0.0
0,13,0.0
0,14,3.0
0,15,0.6
0,16,0.0
0,17,1.0
0,17,1.0
0,17,1.0
0,17,1.0
0,18,0.9
0,19,1.0
0,20,2.7
0,20,2.7
0,21,0.0
0,21,0.0
0,22,3.6
0,22,3.6
0,22,3.6
0,23,14.2
0,23,14.2
0,24,3.6
0,24,3.6
0,25,0.1
0,25,0.1
0,26,0.7
0,27,0.7
0,28,0.6
0,29,1.3
0,30,7.5
0,31,1.8
0,31,1.8
0,31,1.8
0,32,0.4
0,33,2.7
0,33,2.7
0,33,2.7
0,34,0.0
0,34,0.0
0,35,3.1
0,36,3.7
0,37,0.2
0,37,0.2
0,37,0.2
0,38,0.0
0,39,1.7
0,39,1.7
0,39,1.7
0,40,5.4
0,41,0.6
0,42,1.7
0,42,1.7
0,43,1.8
0,44,0.7
0,45,0.0
0,46,0.0
0,46,0.0
0,47,6.2
0,0,0.8
0,0,0.8
0,1,0.8
0,2,0.1
0,2,0.1
0,3,0.4
0,3,0.4
0,4,0.0
0,5,0.1
0,5,0.1
0,6,0.3
0,6,0.3
0,6,0.3
0,7,1.2
0,8,0.2
0,9,0.5
0,10,2.8
0,11,0.3
0,12,1.0
0,12,1.0
0,13,0.7
0,13,0.7
0,13,0.7
0,14,0.1
0,15,0.0
0,16,0.6
0,17,0.1
0,17,0.1
0,17,0.1
0,17,0.1
0,18,0.3
0,19,0.1
0,20,0.0
0,20,0.0
0,21,0.1
0,21,0.1
0,22,0.0
0,22,0.0
0,22,0.0
0,23,0.0
0,23,0.0
0,24,0.0
0,24,0.0
0,25,0.3
0,25,0.3
0,26,0.3
0,27,0.0
0,28,0.1
0,29,0.0
0,30,0.0
0,31,0.1
0,31,0.1
0,31,0.1
0,32,0.2
0,33,0.3
0,33,0.3
0,33,0.3
0,34,0.3
0,34,0.3
0,35,0.0
0,36,0.0
0,37,0.5
0,37,0.5
0,37,0.5
0,38,0.4
0,39,1.1
0,39,1.1
0,39,1.1
0,40,0.1
0,41,0.0
0,42,0.1
0,42,0.1
0,43,0.8
0,44,0.4
0,45,0.3
0,46,0.6
0,46,0.6
0,47,0.2
0,0,0.0
0,0,0.0
0,1,0.0
0,2,0.0
0,2,0.0
0,3,0.0
0,3,0.0
0,4,0.0
0,5,0.0
0,5,0.0
0,6,0.0
0,6,0.0
0,6,0.0
0,7,0.0
0,8,0.0
0,9,0.0
0,10,0.0
0,11,0.0
0,12,0.0
0,12,0.0
0,13,0.0
0,13,0.0
0,13,0.0
0,14,0.0
0,15,0.0
0,16,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,18,0.0
0,19,0.0
0,20,0.0
0,20,0.0
0,21,0.0
0,21,0.0
0,22,0.0
0,22,0.0
0,22,0.0
0,23,0.0
0,23,0.0
0,24,0.0
0,24,0.0
0,25,0.0
0,25,0.0
0,26,0.0
0,27,0.0
0,28,0.0
0,29,0.0
0,30,0.0
0,31,0.0
0,31,0.0
0,31,0.0
0,32,0.0
0,33,0.0
0,33,0.0
0,33,0.0
0,34,0.0
0,34,0.0
0,35,0.0
0,36,0.0
0,37,0.0
0,37,0.0
0,37,0.0
0,38,0.0
0,39,0.0
0,39,0.0
0,39,0.0
0,40,0.0
0,41,0.0
0,42,0.0
0,42,0.0
0,43,0.0
0,44,0.0
0,45,0.0
0,46,0.0
0,46,0.0
0,47,0.1
0,0,0.3
0,0,0.3
0,1,0.3
0,2,0.0
0,2,0.0
0,3,0.0
0,3,0.0
0,4,0.0
0,5,0.0
0,5,0.0
0,6,0.0
0,6,0.0
0,6,0.0
0,7,0.1
0,8,0.0
0,9,0.0
0,10,0.1
0,11,0.0
0,12,0.0
0,12,0.0
0,13,0.0
0,13,0.0
0,13,0.0
0,14,0.0
0,15,0.0
0,16,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,18,0.0
0,19,0.0
0,20,0.0
0,20,0.0
0,21,0.1
0,21,0.1
0,22,0.0
0,22,0.0
0,22,0.0
0,23,0.0
0,23,0.0
0,24,0.0
0,24,0.0
0,25,0.0
0,25,0.0
0,26,0.0
0,27,0.0
0,28,0.0
0,29,0.0
0,30,0.0
0,31,0.0
0,31,0.0
0,31,0.0
0,32,0.0
0,33,0.0
0,33,0.0
0,33,0.0
0,34,0.0
0,34,0.0
0,35,0.0
0,36,0.0
0,37,0.0
0,37,0.0
0,37,0.0
0,38,0.0
0,39,0.0
0,39,0.0
0,39,0.0
0,40,0.0
0,41,0.0
0,42,0.0
0,42,0.0
0,43,0.0
0,44,0.0
0,45,0.0
0,46,0.0
0,46,0.0
0,47,0.0
0,0,2.4
0,0,2.4
0,1,2.4
0,2,1.1
0,2,1.1
0,3,2.6
0,3,2.6
0,4,0.0
0,5,1.5
0,5,1.5
0,6,0.1
0,6,0.1
0,6,0.1
0,7,0.5
0,8,0.1
0,9,0.0
0,10,1.9
0,11,0.0
0,12,0.0
0,12,0.0
0,13,0.0
0,13,0.0
0,13,0.0
0,14,0.0
0,15,0.0
0,16,0.3
0,17,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,18,0.0
0,19,0.0
0,20,0.0
0,20,0.0
0,21,1.0
0,21,1.0
0,22,0.0
0,22,0.0
0,22,0.0
0,23,0.0
0,23,0.0
0,24,0.0
0,24,0.0
0,25,0.0
0,25,0.0
0,26,0.0
0,27,4.1
0,28,2.3
0,29,0.0
0,30,0.0
0,31,0.0
0,31,0.0
0,31,0.0
0,32,0.2
0,33,0.0
0,33,0.0
0,33,0.0
0,34,1.1
0,34,1.1
0,35,1.0
0,36,0.0
0,37,0.2
0,37,0.2
0,37,0.2
0,38,0.3
0,39,0.5
0,39,0.5
0,39,0.5
0,40,0.0
0,41,1.2
0,42,1.9
0,42,1.9
0,43,0.3
0,44,1.0
0,45,0.0
0,46,2.0
0,46,2.0
0,47,0.0
0,0,2.8
0,0,2.8
0,1,2.8
0,2,0.6
0,2,0.6
0,3,0.0
0,3,0.0
0,4,6.7
0,5,0.0
0,5,0.0
0,6,0.0
0,6,0.0
0,6,0.0
0,7,6.5
0,8,0.0
0,9,9.8
0,10,3.9
0,11,20.9
0,12,0.0
0,12,0.0
0,13,0.0
0,13,0.0
0,13,0.0
0,14,17.5
0,15,0.4
0,16,0.0
0,17,7.3
0,17,7.3
0,17,7.3
0,17,7.3
0,18,14.9
0,19,7.3
0,20,5.1
0,20,5.1
0,21,0.4
0,21,0.4
0,22,26.7
0,22,26.7
0,22,26.7
0,23,7.4
0,23,7.4
0,24,0.4
0,24,0.4
0,25,0.0
0,25,0.0
0,26,11.6
0,27,0.0
0,28,0.0
0,29,0.0
0,30,4.7
0,31,17.2
0,31,17.2
0,31,17.2
0,32,0.0
0,33,20.3
0,33,20.3
0,33,20.3
0,34,0.2
0,34,0.2
0,35,0.0
0,36,1.5
0,37,0.0
0,37,0.0
0,37,0.0
0,38,0.0
0,39,0.0
0,39,0.0
0,39,0.0
0,40,0.0
0,41,0.0
0,42,0.0
0,42,0.0
0,43,0.2
0,44,0.0
0,45,0.0
0,46,0.0
0,46,0.0
0,47,8.2
0,0,4.9
0,0,4.9
0,1,4.9
0,2,0.2
0,2,0.2
0,3,1.0
0,3,1.0
0,4,0.0
0,5,0.2
0,5,0.2
0,6,0.2
0,6,0.2
0,6,0.2
0,7,0.6
0,8,1.0
0,9,0.4
0,10,2.0
0,11,0.0
0,12,0.1
0,12,0.1
0,13,6.5
0,13,6.5
0,13,6.5
0,14,0.0
0,15,0.3
0,16,0.3
0,17,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,18,0.0
0,19,0.0
0,20,0.0
0,20,0.0
0,21,4.5
0,21,4.5
0,22,0.0
0,22,0.0
0,22,0.0
0,23,0.0
0,23,0.0
0,24,0.0
0,24,0.0
0,25,0.0
0,25,0.0
0,26,0.5
0,27,0.0
0,28,0.5
0,29,0.0
0,30,0.0
0,31,0.0
0,31,0.0
0,31,0.0
0,32,1.1
0,33,0.0
0,33,0.0
0,33,0.0
0,34,0.6
0,34,0.6
0,35,0.0
0,36,0.0
0,37,2.4
0,37,2.4
0,37,2.4
0,38,0.3
0,39,0.3
0,39,0.3
0,39,0.3
0,40,0.0
0,41,0.0
0,42,0.0
0,42,0.0
0,43,0.1
0,44,0.6
0,45,2.1
0,46,2.3
0,46,2.3
0,47,0.0
0,0,8.0
0,0,8.0
0,1,8.0
0,2,15.1
0,2,15.1
0,3,9.0
0,3,9.0
0,4,3.7
0,5,14.5
0,5,14.5
0,6,6.9
0,6,6.9
0,6,6.9
0,7,0.0
0,8,6.0
0,9,3.9
0,10,3.0
0,11,6.7
0,12,8.0
0,12,8.0
0,13,9.1
0,13,9.1
0,13,9.1
0,14,2.1
0,15,5.5
0,16,4.6
0,17,3.4
0,17,3.4
0,17,3.4
0,17,3.4
0,18,2.8
0,19,3.4
0,20,5.4
0,20,5.4
0,21,10.3
0,21,10.3
0,22,4.2
0,22,4.2
0,22,4.2
0,23,8.2
0,23,8.2
0,24,1.4
0,24,1.4
0,25,1.9
0,25,1.9
0,26,4.1
0,27,6.6
0,28,6.3
0,29,0.7
0,30,11.8
0,31,6.5
0,31,6.5
0,31,6.5
0,32,4.4
0,33,3.0
0,33,3.0
0,33,3.0
0,34,8.0
0,34,8.0
0,35,1.5
0,36,5.4
0,37,4.5
0,37,4.5
0,37,4.5
0,38,8.2
0,39,8.6
0,39,8.6
0,39,8.6
0,40,0.9
0,41,4.1
0,42,4.7
0,42,4.7
0,43,6.7
0,44,10.9
0,45,9.4
0,46,6.8
0,46,6.8
0,47,5.9
0,0,7.9
0,0,7.9
0,1,7.9
0,2,5.7
0,2,5.7
0,3,10.4
0,3,10.4
0,4,20.3
0,5,5.8
0,5,5.8
0,6,12.3
0,6,12.3
0,6,12.3
0,7,17.0
0,8,7.2
0,9,20.0
0,10,15.3
0,11,11.7
0,12,9.3
0,12,9.3
0,13,17.6
0,13,17.6
0,13,17.6
0,14,16.2
0,15,7.9
0,16,13.2
0,17,19.1
0,17,19.1
0,17,19.1
0,17,19.1
0,18,15.9
0,19,19.1
0,20,7.5
0,20,7.5
0,21,7.3
0,21,7.3
0,22,15.2
0,22,15.2
0,22,15.2
0,23,9.0
0,23,9.0
0,24,13.8
0,24,13.8
0,25,17.9
0,25,17.9
0,26,20.0
0,27,24.1
0,28,6.7
0,29,14.6
0,30,4.6
0,31,12.1
0,31,12.1
0,31,12.1
0,32,6.7
0,33,14.2
0,33,14.2
0,33,14.2
0,34,8.4
0,34,8.4
0,35,14.5
0,36,8.8
0,37,11.9
0,37,11.9
0,37,11.9
0,38,11.8
0,39,6.6
0,39,6.6
0,39,6.6
0,40,13.2
0,41,17.3
0,42,21.9
0,42,21.9
0,43,10.8
0,44,10.0
0,45,10.3
0,46,15.2
0,46,15.2
0,47,10.6
0,0,4.3
0,0,4.3
0,1,4.3
0,2,5.0
0,2,5.0
0,3,6.8
0,3,6.8
0,4,3.5
0,5,5.0
0,5,5.0
0,6,3.0
0,6,3.0
0,6,3.0
0,7,1.6
0,8,5.7
0,9,6.2
0,10,3.6
0,11,4.4
0,12,8.5
0,12,8.5
0,13,8.5
0,13,8.5
0,13,8.5
0,14,3.8
0,15,4.0
0,16,3.8
0,17,3.5
0,17,3.5
0,17,3.5
0,17,3.5
0,18,2.4
0,19,3.5
0,20,3.6
0,20,3.6
0,21,6.3
0,21,6.3
0,22,2.2
0,22,2.2
0,22,2.2
0,23,1.8
0,23,1.8
0,24,1.1
0,24,1.1
0,25,1.8
0,25,1.8
0,26,6.2
0,27,3.5
0,28,6.5
0,29,1.6
0,30,1.7
0,31,2.4
0,31,2.4
0,31,2.4
0,32,5.7
0,33,3.9
0,33,3.9
0,33,3.9
0,34,7.7
0,34,7.7
0,35,1.8
0,36,4.1
0,37,6.9
0,37,6.9
